gene_name	gene_id	genome_id	start	stop	strand	assembly
FlhB	CABXSI010000001.1_64	CABXSI010000001.1	61227	62390	-1	GB_GCA_902514865.1
FliC	CABXSI010000045.1_5	CABXSI010000045.1	4890	6896	-1	GB_GCA_902514865.1
FliC	CABXSI010000045.1_3	CABXSI010000045.1	966	3197	1	GB_GCA_902514865.1
FliC	CABXSI010000073.1_2	CABXSI010000073.1	986	2722	-1	GB_GCA_902514865.1
FliK	CABXSI010000001.1_72	CABXSI010000001.1	66834	67256	-1	GB_GCA_902514865.1
FliL	CABXSI010000001.1_71	CABXSI010000001.1	66204	66806	-1	GB_GCA_902514865.1
FliM	CABXSI010000001.1_70	CABXSI010000001.1	65218	66186	-1	GB_GCA_902514865.1
FliN	CABXSI010000001.1_69	CABXSI010000001.1	64884	65198	-1	GB_GCA_902514865.1
FliP	CABXSI010000001.1_67	CABXSI010000001.1	63501	64343	-1	GB_GCA_902514865.1
FliQ	CABXSI010000001.1_66	CABXSI010000001.1	63225	63497	-1	GB_GCA_902514865.1
FliR	CABXSI010000001.1_65	CABXSI010000001.1	62391	63206	-1	GB_GCA_902514865.1
FliS	CABXSI010000045.1_1	CABXSI010000045.1	31	468	-1	GB_GCA_902514865.1
MotA	CABXSI010000074.1_1	CABXSI010000074.1	3	569	1	GB_GCA_902514865.1
MotB	CABXSI010000074.1_2	CABXSI010000074.1	597	1769	1	GB_GCA_902514865.1
