gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgO	DMES01000071.1_1	DMES01000071.1	3	665	-1	GB_GCA_003450815.1
FlgO	DMES01000031.1_4	DMES01000031.1	4999	6015	1	GB_GCA_003450815.1
FlgO	DMES01000015.1_13	DMES01000015.1	16724	18322	1	GB_GCA_003450815.1
FlgP	DMES01000046.1_2	DMES01000046.1	1144	1593	-1	GB_GCA_003450815.1
FliG	DMES01000032.1_16	DMES01000032.1	16070	17602	1	GB_GCA_003450815.1
MotA	DMES01000032.1_17	DMES01000032.1	17638	18411	1	GB_GCA_003450815.1
MotA	DMES01000079.1_9	DMES01000079.1	8418	9158	1	GB_GCA_003450815.1
MotB	DMES01000079.1_12	DMES01000079.1	12564	13253	1	GB_GCA_003450815.1
MotB	DMES01000032.1_18	DMES01000032.1	18433	19107	1	GB_GCA_003450815.1
MotB	DMES01000032.1_19	DMES01000032.1	19104	19751	1	GB_GCA_003450815.1
