gene_name	gene_id	genome_id	start	stop	strand	assembly
DUF1217	NZ_JAEQMY010000031.1_1	NZ_JAEQMY010000031.1	138	926	-1	RS_GCF_016743775.1
FliJ	NZ_JAEQMY010000041.1_17	NZ_JAEQMY010000041.1	16126	16515	-1	RS_GCF_016743775.1
FliO	NZ_JAEQMY010000003.1_26	NZ_JAEQMY010000003.1	26235	27500	-1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000226.1_2	NZ_JAEQMY010000226.1	811	1488	-1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000003.1_96	NZ_JAEQMY010000003.1	90169	90852	-1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000007.1_83	NZ_JAEQMY010000007.1	91227	91898	1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000150.1_3	NZ_JAEQMY010000150.1	1264	1935	1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000013.1_71	NZ_JAEQMY010000013.1	83887	84429	1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000061.1_22	NZ_JAEQMY010000061.1	23740	23997	1	RS_GCF_016743775.1
Transglutaminase	NZ_JAEQMY010000200.1_3	NZ_JAEQMY010000200.1	998	1207	-1	RS_GCF_016743775.1
