gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgE	JAMCWZ010000098.1_6	JAMCWZ010000098.1	1866	3050	-1	GB_GCA_023480765.1
FliD	JAMCWZ010000015.1_1	JAMCWZ010000015.1	3	692	1	GB_GCA_023480765.1
FliL	JAMCWZ010000098.1_4	JAMCWZ010000098.1	1203	1709	-1	GB_GCA_023480765.1
FliL	JAMCWZ010000028.1_6	JAMCWZ010000028.1	2917	3420	-1	GB_GCA_023480765.1
FliM	JAMCWZ010000051.1_13	JAMCWZ010000051.1	15472	16488	1	GB_GCA_023480765.1
FliM	JAMCWZ010000043.1_3	JAMCWZ010000043.1	919	1545	1	GB_GCA_023480765.1
FliM	JAMCWZ010000043.1_2	JAMCWZ010000043.1	581	949	1	GB_GCA_023480765.1
FliN	JAMCWZ010000098.1_3	JAMCWZ010000098.1	790	1167	-1	GB_GCA_023480765.1
FliN	JAMCWZ010000028.1_5	JAMCWZ010000028.1	2501	2878	-1	GB_GCA_023480765.1
FliO	JAMCWZ010000098.1_2	JAMCWZ010000098.1	239	760	-1	GB_GCA_023480765.1
FliO	JAMCWZ010000028.1_4	JAMCWZ010000028.1	1947	2468	-1	GB_GCA_023480765.1
FliP	JAMCWZ010000028.1_3	JAMCWZ010000028.1	1159	1959	-1	GB_GCA_023480765.1
FliR	JAMCWZ010000028.1_1	JAMCWZ010000028.1	3	767	-1	GB_GCA_023480765.1
FliS	JAMCWZ010000015.1_2	JAMCWZ010000015.1	718	1176	1	GB_GCA_023480765.1
