gene_name	gene_id	genome_id	start	stop	strand	assembly
FlbB	NZ_FREZ01000004.1_114	NZ_FREZ01000004.1	128971	129546	-1	RS_GCF_900143525.1
FlgD	NZ_FREZ01000009.1_58	NZ_FREZ01000009.1	53869	54534	-1	RS_GCF_900143525.1
FlgI	NZ_FREZ01000013.1_51	NZ_FREZ01000013.1	46413	47381	1	RS_GCF_900143525.1
FlhA	NZ_FREZ01000013.1_50	NZ_FREZ01000013.1	45149	46435	1	RS_GCF_900143525.1
FliF	NZ_FREZ01000004.1_119	NZ_FREZ01000004.1	130630	132219	1	RS_GCF_900143525.1
FliG	NZ_FREZ01000005.1_170	NZ_FREZ01000005.1	176193	177281	-1	RS_GCF_900143525.1
FliH	NZ_FREZ01000004.1_120	NZ_FREZ01000004.1	132219	132815	1	RS_GCF_900143525.1
FliL	NZ_FREZ01000004.1_116	NZ_FREZ01000004.1	130014	130208	-1	RS_GCF_900143525.1
FliM	NZ_FREZ01000014.1_118	NZ_FREZ01000014.1	111414	112520	1	RS_GCF_900143525.1
FliN	NZ_FREZ01000004.1_121	NZ_FREZ01000004.1	132808	132981	1	RS_GCF_900143525.1
FliP	NZ_FREZ01000004.1_122	NZ_FREZ01000004.1	133095	133826	1	RS_GCF_900143525.1
LdtR	NZ_FREZ01000005.1_102	NZ_FREZ01000005.1	110028	110525	1	RS_GCF_900143525.1
MotA	NZ_FREZ01000004.1_112	NZ_FREZ01000004.1	128203	128814	-1	RS_GCF_900143525.1
Transglutaminase	NZ_FREZ01000024.1_125	NZ_FREZ01000024.1	112296	112913	-1	RS_GCF_900143525.1
Transglutaminase	NZ_FREZ01000001.1_298	NZ_FREZ01000001.1	299213	299836	1	RS_GCF_900143525.1
Transglycosylase	NZ_FREZ01000001.1_591	NZ_FREZ01000001.1	587514	588095	-1	RS_GCF_900143525.1
