gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	NZ_FNNC01000003.1_69	NZ_FNNC01000003.1	64535	64768	-1	RS_GCF_900106595.1
DUF327	NZ_FNNC01000001.1_844	NZ_FNNC01000001.1	834596	835033	-1	RS_GCF_900106595.1
FlaG	NZ_FNNC01000003.1_64	NZ_FNNC01000003.1	61376	61567	-1	RS_GCF_900106595.1
FliC	NZ_FNNC01000003.1_72	NZ_FNNC01000003.1	65669	65962	-1	RS_GCF_900106595.1
FliC	NZ_FNNC01000003.1_66	NZ_FNNC01000003.1	62177	62299	-1	RS_GCF_900106595.1
FliD	NZ_FNNC01000003.1_32	NZ_FNNC01000003.1	31878	32231	-1	RS_GCF_900106595.1
FliD	NZ_FNNC01000003.1_31	NZ_FNNC01000003.1	31359	31718	-1	RS_GCF_900106595.1
FliS	NZ_FNNC01000003.1_30	NZ_FNNC01000003.1	30988	31326	-1	RS_GCF_900106595.1
FliT	NZ_FNNC01000003.1_29	NZ_FNNC01000003.1	30596	30931	-1	RS_GCF_900106595.1
FliW	NZ_FNNC01000003.1_70	NZ_FNNC01000003.1	64762	65214	-1	RS_GCF_900106595.1
Transglycosylase	NZ_FNNC01000004.1_86	NZ_FNNC01000004.1	83819	84538	1	RS_GCF_900106595.1
