gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaF	NZ_SOZD01000004.1_89	NZ_SOZD01000004.1	97215	97562	-1	RS_GCF_004519335.1
FlbT	NZ_SOZD01000004.1_88	NZ_SOZD01000004.1	96760	97212	-1	RS_GCF_004519335.1
FlgA	NZ_SOZD01000004.1_198	NZ_SOZD01000004.1	212087	212590	-1	RS_GCF_004519335.1
FlgB	NZ_SOZD01000004.1_202	NZ_SOZD01000004.1	214250	214630	-1	RS_GCF_004519335.1
FlgC	NZ_SOZD01000004.1_201	NZ_SOZD01000004.1	213828	214244	-1	RS_GCF_004519335.1
FlgD	NZ_SOZD01000004.1_87	NZ_SOZD01000004.1	96351	96758	-1	RS_GCF_004519335.1
FlgE	NZ_SOZD01000004.1_93	NZ_SOZD01000004.1	100529	101713	-1	RS_GCF_004519335.1
FlgF	NZ_SOZD01000004.1_210	NZ_SOZD01000004.1	220822	221556	1	RS_GCF_004519335.1
FlgG	NZ_SOZD01000004.1_199	NZ_SOZD01000004.1	212595	213383	-1	RS_GCF_004519335.1
FlgH	NZ_SOZD01000004.1_195	NZ_SOZD01000004.1	209573	210283	-1	RS_GCF_004519335.1
FlgI	NZ_SOZD01000004.1_197	NZ_SOZD01000004.1	210891	212090	-1	RS_GCF_004519335.1
FlgJ	NZ_SOZD01000004.1_82	NZ_SOZD01000004.1	92014	92541	-1	RS_GCF_004519335.1
FlgK	NZ_SOZD01000004.1_92	NZ_SOZD01000004.1	99042	100490	-1	RS_GCF_004519335.1
FlgL	NZ_SOZD01000004.1_91	NZ_SOZD01000004.1	97948	99030	-1	RS_GCF_004519335.1
FlgN	NZ_SOZD01000004.1_81	NZ_SOZD01000004.1	91580	91927	-1	RS_GCF_004519335.1
FlhA	NZ_SOZD01000004.1_85	NZ_SOZD01000004.1	93755	95866	-1	RS_GCF_004519335.1
FlhB	NZ_SOZD01000004.1_204	NZ_SOZD01000004.1	215606	216691	-1	RS_GCF_004519335.1
FliC	NZ_SOZD01000004.1_190	NZ_SOZD01000004.1	203068	204357	-1	RS_GCF_004519335.1
FliC	NZ_SOZD01000004.1_191	NZ_SOZD01000004.1	204958	206247	-1	RS_GCF_004519335.1
FliC	NZ_SOZD01000008.1_48	NZ_SOZD01000008.1	53573	54865	-1	RS_GCF_004519335.1
FliC	NZ_SOZD01000004.1_192	NZ_SOZD01000004.1	206582	207880	-1	RS_GCF_004519335.1
FliE	NZ_SOZD01000004.1_200	NZ_SOZD01000004.1	213508	213825	-1	RS_GCF_004519335.1
FliF	NZ_SOZD01000004.1_99	NZ_SOZD01000004.1	110680	112377	-1	RS_GCF_004519335.1
FliG	NZ_SOZD01000004.1_205	NZ_SOZD01000004.1	216852	217898	-1	RS_GCF_004519335.1
FliL	NZ_SOZD01000004.1_194	NZ_SOZD01000004.1	208809	209372	-1	RS_GCF_004519335.1
FliM	NZ_SOZD01000004.1_208	NZ_SOZD01000004.1	218793	219731	-1	RS_GCF_004519335.1
FliN	NZ_SOZD01000004.1_206	NZ_SOZD01000004.1	217905	218366	-1	RS_GCF_004519335.1
FliP	NZ_SOZD01000004.1_193	NZ_SOZD01000004.1	208024	208812	-1	RS_GCF_004519335.1
FliQ	NZ_SOZD01000004.1_86	NZ_SOZD01000004.1	96076	96348	-1	RS_GCF_004519335.1
FliR	NZ_SOZD01000004.1_84	NZ_SOZD01000004.1	93003	93758	-1	RS_GCF_004519335.1
LdtR	NZ_SOZD01000009.1_1	NZ_SOZD01000009.1	324	833	-1	RS_GCF_004519335.1
MotA	NZ_SOZD01000004.1_209	NZ_SOZD01000004.1	219736	220599	-1	RS_GCF_004519335.1
MotB	NZ_SOZD01000004.1_97	NZ_SOZD01000004.1	108536	109828	-1	RS_GCF_004519335.1
Transglutaminase	NZ_SOZD01000002.1_528	NZ_SOZD01000002.1	590452	591057	1	RS_GCF_004519335.1
Transglutaminase	NZ_SOZD01000011.1_11	NZ_SOZD01000011.1	7144	7770	1	RS_GCF_004519335.1
Transglutaminase	NZ_SOZD01000002.1_338	NZ_SOZD01000002.1	385471	386058	1	RS_GCF_004519335.1
