gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgC	NZ_JAFEUU010000020.1_7	NZ_JAFEUU010000020.1	4123	5574	1	RS_GCF_017355885.1
FlgH	NZ_JAFEUU010000010.1_26	NZ_JAFEUU010000010.1	26991	27392	1	RS_GCF_017355885.1
FlgI	NZ_JAFEUU010000010.1_36	NZ_JAFEUU010000010.1	35024	35590	1	RS_GCF_017355885.1
FlgI	NZ_JAFEUU010000010.1_35	NZ_JAFEUU010000010.1	34500	35084	1	RS_GCF_017355885.1
FlgJ	NZ_JAFEUU010000010.1_37	NZ_JAFEUU010000010.1	35590	35901	1	RS_GCF_017355885.1
FlgN	NZ_JAFEUU010000010.1_38	NZ_JAFEUU010000010.1	35898	36287	1	RS_GCF_017355885.1
FlhB	NZ_JAFEUU010000020.1_11	NZ_JAFEUU010000020.1	7290	7685	1	RS_GCF_017355885.1
FlhB	NZ_JAFEUU010000020.1_10	NZ_JAFEUU010000020.1	6634	7293	1	RS_GCF_017355885.1
FliE	NZ_JAFEUU010000020.1_7	NZ_JAFEUU010000020.1	4123	5574	1	RS_GCF_017355885.1
FliQ	NZ_JAFEUU010000020.1_8	NZ_JAFEUU010000020.1	5594	5866	1	RS_GCF_017355885.1
FliR	NZ_JAFEUU010000020.1_9	NZ_JAFEUU010000020.1	5863	6630	1	RS_GCF_017355885.1
MotA	NZ_JAFEUU010000003.1_84	NZ_JAFEUU010000003.1	87093	87560	-1	RS_GCF_017355885.1
MotA	NZ_JAFEUU010000003.1_85	NZ_JAFEUU010000003.1	87567	87959	-1	RS_GCF_017355885.1
MotB	NZ_JAFEUU010000003.1_86	NZ_JAFEUU010000003.1	87956	88291	-1	RS_GCF_017355885.1
