gene_name	gene_id	genome_id	start	stop	strand	assembly
FlhA	NZ_VLKT01000004.1_127	NZ_VLKT01000004.1	130779	132932	1	RS_GCF_007830515.1
FlhB	NZ_VLKT01000004.1_131	NZ_VLKT01000004.1	135750	136793	1	RS_GCF_007830515.1
FliF	NZ_VLKT01000004.1_116	NZ_VLKT01000004.1	114472	115305	-1	RS_GCF_007830515.1
FliH	NZ_VLKT01000004.1_114	NZ_VLKT01000004.1	113235	113849	-1	RS_GCF_007830515.1
FliJ	NZ_VLKT01000005.1_57	NZ_VLKT01000005.1	62054	62431	-1	RS_GCF_007830515.1
FliN	NZ_VLKT01000004.1_111	NZ_VLKT01000004.1	110309	111391	-1	RS_GCF_007830515.1
FliO	NZ_VLKT01000002.1_119	NZ_VLKT01000002.1	133769	134515	-1	RS_GCF_007830515.1
FliP	NZ_VLKT01000004.1_110	NZ_VLKT01000004.1	109663	110316	-1	RS_GCF_007830515.1
FliQ	NZ_VLKT01000004.1_109	NZ_VLKT01000004.1	109361	109630	-1	RS_GCF_007830515.1
FliR	NZ_VLKT01000004.1_108	NZ_VLKT01000004.1	108549	109358	-1	RS_GCF_007830515.1
LdtR	NZ_VLKT01000033.1_85	NZ_VLKT01000033.1	80333	80848	-1	RS_GCF_007830515.1
Transglutaminase	NZ_VLKT01000006.1_58	NZ_VLKT01000006.1	52581	53189	1	RS_GCF_007830515.1
Transglutaminase	NZ_VLKT01000061.1_32	NZ_VLKT01000061.1	33323	33940	1	RS_GCF_007830515.1
Transglutaminase	NZ_VLKT01000041.1_69	NZ_VLKT01000041.1	59772	60398	1	RS_GCF_007830515.1
