gene_name	gene_id	genome_id	start	stop	strand	assembly
DUF1217	JAAVLL010000002.1_2138	JAAVLL010000002.1	1390353	1391171	-1	GB_GCA_012103035.1
FlgA	JAAVLL010000002.1_2127	JAAVLL010000002.1	1384366	1384794	-1	GB_GCA_012103035.1
FlgB	JAAVLL010000002.1_2131	JAAVLL010000002.1	1386442	1386822	-1	GB_GCA_012103035.1
FlgC	JAAVLL010000002.1_2130	JAAVLL010000002.1	1386017	1386439	-1	GB_GCA_012103035.1
FlgG	JAAVLL010000002.1_2128	JAAVLL010000002.1	1384859	1385656	-1	GB_GCA_012103035.1
FlgI	JAAVLL010000002.1_2126	JAAVLL010000002.1	1381962	1384253	-1	GB_GCA_012103035.1
FlgJ	JAAVLL010000002.1_2122	JAAVLL010000002.1	1380109	1380447	-1	GB_GCA_012103035.1
FlgJ	JAAVLL010000002.1_2121	JAAVLL010000002.1	1379870	1380112	-1	GB_GCA_012103035.1
FlgN	JAAVLL010000002.1_2120	JAAVLL010000002.1	1379359	1379829	-1	GB_GCA_012103035.1
FlhA	JAAVLL010000002.1_2126	JAAVLL010000002.1	1381962	1384253	-1	GB_GCA_012103035.1
FlhB	JAAVLL010000002.1_2149	JAAVLL010000002.1	1396474	1397544	1	GB_GCA_012103035.1
FliE	JAAVLL010000002.1_2129	JAAVLL010000002.1	1385684	1385983	-1	GB_GCA_012103035.1
FliG	JAAVLL010000002.1_2148	JAAVLL010000002.1	1395962	1396459	1	GB_GCA_012103035.1
FliM	JAAVLL010000002.1_2144	JAAVLL010000002.1	1394243	1394593	1	GB_GCA_012103035.1
FliO	JAAVLL010000001.1_1947	JAAVLL010000001.1	1307351	1308508	-1	GB_GCA_012103035.1
FliR	JAAVLL010000002.1_2125	JAAVLL010000002.1	1381191	1381706	-1	GB_GCA_012103035.1
LdtR	JAAVLL010000001.1_2441	JAAVLL010000001.1	1648535	1649050	-1	GB_GCA_012103035.1
LdtR	JAAVLL010000002.1_939	JAAVLL010000002.1	628254	628877	1	GB_GCA_012103035.1
MotA	JAAVLL010000002.1_2142	JAAVLL010000002.1	1393069	1393584	1	GB_GCA_012103035.1
Transglutaminase	JAAVLL010000001.1_73	JAAVLL010000001.1	49817	50437	1	GB_GCA_012103035.1
Transglutaminase	JAAVLL010000001.1_886	JAAVLL010000001.1	599834	600385	1	GB_GCA_012103035.1
Transglutaminase	JAAVLL010000001.1_1648	JAAVLL010000001.1	1119649	1119960	-1	GB_GCA_012103035.1
Transglutaminase	JAAVLL010000001.1_1649	JAAVLL010000001.1	1119912	1120256	-1	GB_GCA_012103035.1
