gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgA	CAIOIX010000435.1_3	CAIOIX010000435.1	1743	2483	-1	GB_GCA_903858445.1
FlgA	CAIOIX010000410.1_3	CAIOIX010000410.1	1508	2254	-1	GB_GCA_903858445.1
FlgB	CAIOIX010000410.1_4	CAIOIX010000410.1	2434	2865	1	GB_GCA_903858445.1
FlgC	CAIOIX010000410.1_5	CAIOIX010000410.1	2883	3293	1	GB_GCA_903858445.1
FlgD	CAIOIX010000410.1_6	CAIOIX010000410.1	3325	4026	1	GB_GCA_903858445.1
FlgE	CAIOIX010000410.1_7	CAIOIX010000410.1	4056	5333	1	GB_GCA_903858445.1
FlgF	CAIOIX010000410.1_8	CAIOIX010000410.1	5364	6104	1	GB_GCA_903858445.1
FlgG	CAIOIX010000410.1_9	CAIOIX010000410.1	6170	6958	1	GB_GCA_903858445.1
FlgH	CAIOIX010000410.1_10	CAIOIX010000410.1	6990	7685	1	GB_GCA_903858445.1
FlgI	CAIOIX010000410.1_11	CAIOIX010000410.1	7695	8279	1	GB_GCA_903858445.1
FlgM	CAIOIX010000435.1_2	CAIOIX010000435.1	1287	1592	-1	GB_GCA_903858445.1
FlgM	CAIOIX010000410.1_2	CAIOIX010000410.1	1053	1394	-1	GB_GCA_903858445.1
FliC	CAIOIX010000023.1_6	CAIOIX010000023.1	2749	3780	-1	GB_GCA_903858445.1
FliC	CAIOIX010000183.1_1	CAIOIX010000183.1	1	750	1	GB_GCA_903858445.1
FliC	CAIOIX010000410.1_1	CAIOIX010000410.1	234	1007	-1	GB_GCA_903858445.1
FliC	CAIOIX010000435.1_1	CAIOIX010000435.1	482	1249	-1	GB_GCA_903858445.1
