gene_name	gene_id	genome_id	start	stop	strand	assembly
DUF1217	NZ_LGAP01000013.1_119	NZ_LGAP01000013.1	128379	129158	-1	RS_GCF_001270265.1
FlaF	NZ_LGAP01000013.1_92	NZ_LGAP01000013.1	102666	103013	-1	RS_GCF_001270265.1
FlbT	NZ_LGAP01000013.1_91	NZ_LGAP01000013.1	102220	102669	-1	RS_GCF_001270265.1
FlgA	NZ_LGAP01000013.1_111	NZ_LGAP01000013.1	123024	123536	-1	RS_GCF_001270265.1
FlgB	NZ_LGAP01000013.1_115	NZ_LGAP01000013.1	125120	125500	-1	RS_GCF_001270265.1
FlgC	NZ_LGAP01000013.1_114	NZ_LGAP01000013.1	124695	125114	-1	RS_GCF_001270265.1
FlgD	NZ_LGAP01000013.1_90	NZ_LGAP01000013.1	101819	102229	-1	RS_GCF_001270265.1
FlgE	NZ_LGAP01000013.1_95	NZ_LGAP01000013.1	105543	106772	-1	RS_GCF_001270265.1
FlgF	NZ_LGAP01000013.1_118	NZ_LGAP01000013.1	127651	128376	-1	RS_GCF_001270265.1
FlgG	NZ_LGAP01000013.1_112	NZ_LGAP01000013.1	123554	124342	-1	RS_GCF_001270265.1
FlgH	NZ_LGAP01000013.1_108	NZ_LGAP01000013.1	120672	121382	-1	RS_GCF_001270265.1
FlgI	NZ_LGAP01000013.1_110	NZ_LGAP01000013.1	121912	123027	-1	RS_GCF_001270265.1
FlgJ	NZ_LGAP01000013.1_85	NZ_LGAP01000013.1	97513	98064	-1	RS_GCF_001270265.1
FlgK	NZ_LGAP01000013.1_94	NZ_LGAP01000013.1	104104	105519	-1	RS_GCF_001270265.1
FlgL	NZ_LGAP01000013.1_93	NZ_LGAP01000013.1	103049	104101	-1	RS_GCF_001270265.1
FlhA	NZ_LGAP01000013.1_88	NZ_LGAP01000013.1	99345	101432	-1	RS_GCF_001270265.1
FlhB	NZ_LGAP01000013.1_124	NZ_LGAP01000013.1	133156	134235	1	RS_GCF_001270265.1
FliC	NZ_LGAP01000013.1_104	NZ_LGAP01000013.1	115892	116812	-1	RS_GCF_001270265.1
FliC	NZ_LGAP01000013.1_103	NZ_LGAP01000013.1	114709	115629	-1	RS_GCF_001270265.1
FliC	NZ_LGAP01000013.1_102	NZ_LGAP01000013.1	113407	114375	-1	RS_GCF_001270265.1
FliE	NZ_LGAP01000013.1_113	NZ_LGAP01000013.1	124354	124695	-1	RS_GCF_001270265.1
FliE	NZ_LGAP01000003.1_230	NZ_LGAP01000003.1	247957	249309	1	RS_GCF_001270265.1
FliF	NZ_LGAP01000013.1_128	NZ_LGAP01000013.1	137239	138915	-1	RS_GCF_001270265.1
FliG	NZ_LGAP01000013.1_123	NZ_LGAP01000013.1	131889	132920	1	RS_GCF_001270265.1
FliJ	NZ_LGAP01000009.1_14	NZ_LGAP01000009.1	13570	13920	1	RS_GCF_001270265.1
FliK	NZ_LGAP01000013.1_98	NZ_LGAP01000013.1	108315	109778	-1	RS_GCF_001270265.1
FliL	NZ_LGAP01000013.1_107	NZ_LGAP01000013.1	120156	120653	-1	RS_GCF_001270265.1
FliM	NZ_LGAP01000013.1_121	NZ_LGAP01000013.1	130225	131172	1	RS_GCF_001270265.1
FliN	NZ_LGAP01000013.1_122	NZ_LGAP01000013.1	131233	131859	1	RS_GCF_001270265.1
FliN	NZ_LGAP01000039.1_44	NZ_LGAP01000039.1	41119	41439	1	RS_GCF_001270265.1
FliO	NZ_LGAP01000001.1_867	NZ_LGAP01000001.1	904585	905535	1	RS_GCF_001270265.1
FliP	NZ_LGAP01000013.1_106	NZ_LGAP01000013.1	119410	120147	-1	RS_GCF_001270265.1
FliQ	NZ_LGAP01000013.1_89	NZ_LGAP01000013.1	101545	101811	-1	RS_GCF_001270265.1
FliR	NZ_LGAP01000013.1_87	NZ_LGAP01000013.1	98596	99348	-1	RS_GCF_001270265.1
LdtR	NZ_LGAP01000001.1_190	NZ_LGAP01000001.1	204805	205317	1	RS_GCF_001270265.1
LdtR	NZ_LGAP01000002.1_249	NZ_LGAP01000002.1	258756	259328	1	RS_GCF_001270265.1
MotA	NZ_LGAP01000013.1_120	NZ_LGAP01000013.1	129342	130220	1	RS_GCF_001270265.1
MotB	NZ_LGAP01000013.1_100	NZ_LGAP01000013.1	111091	112305	-1	RS_GCF_001270265.1
Transglutaminase	NZ_LGAP01000001.1_473	NZ_LGAP01000001.1	491844	492452	-1	RS_GCF_001270265.1
Transglutaminase	NZ_LGAP01000022.1_15	NZ_LGAP01000022.1	12698	13216	-1	RS_GCF_001270265.1
Transglutaminase	NZ_LGAP01000003.1_282	NZ_LGAP01000003.1	298667	299593	-1	RS_GCF_001270265.1
