gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgO	JAEUJT010000213.1_4	JAEUJT010000213.1	3425	4195	-1	GB_GCA_016793525.1
FlgT	JAEUJT010000141.1_1	JAEUJT010000141.1	26	1249	1	GB_GCA_016793525.1
FlhA	JAEUJT010000160.1_3	JAEUJT010000160.1	953	3079	1	GB_GCA_016793525.1
FlhB	JAEUJT010000084.1_7	JAEUJT010000084.1	4824	5900	1	GB_GCA_016793525.1
FlhB	JAEUJT010000084.1_8	JAEUJT010000084.1	5918	6193	1	GB_GCA_016793525.1
FliK	JAEUJT010000084.1_1	JAEUJT010000084.1	1	867	1	GB_GCA_016793525.1
FliM	JAEUJT010000084.1_2	JAEUJT010000084.1	877	2283	1	GB_GCA_016793525.1
FliN	JAEUJT010000084.1_2	JAEUJT010000084.1	877	2283	1	GB_GCA_016793525.1
FliO	JAEUJT010000084.1_3	JAEUJT010000084.1	2280	2816	1	GB_GCA_016793525.1
FliP	JAEUJT010000084.1_4	JAEUJT010000084.1	2831	3673	1	GB_GCA_016793525.1
FliQ	JAEUJT010000084.1_5	JAEUJT010000084.1	3702	3968	1	GB_GCA_016793525.1
FliR	JAEUJT010000084.1_6	JAEUJT010000084.1	3978	4808	1	GB_GCA_016793525.1
PilZ	JAEUJT010000275.1_10	JAEUJT010000275.1	7261	7602	-1	GB_GCA_016793525.1
