gene_name	gene_id	genome_id	start	stop	strand	assembly
FlhA	CAJBCQ010000116.1_12	CAJBCQ010000116.1	6344	8455	1	GB_GCA_903951595.1
FliF	CAJBCQ010000213.1_4	CAJBCQ010000213.1	2296	3036	-1	GB_GCA_903951595.1
FliH	CAJBCQ010000213.1_2	CAJBCQ010000213.1	1007	1702	-1	GB_GCA_903951595.1
FliO	CAJBCQ010000264.1_7	CAJBCQ010000264.1	5136	5546	-1	GB_GCA_903951595.1
FliP	CAJBCQ010000044.1_4	CAJBCQ010000044.1	2013	2669	1	GB_GCA_903951595.1
FliQ	CAJBCQ010000044.1_5	CAJBCQ010000044.1	2669	2938	1	GB_GCA_903951595.1
FliR	CAJBCQ010000044.1_6	CAJBCQ010000044.1	2940	3740	1	GB_GCA_903951595.1
LdtR	CAJBCQ010000190.1_2	CAJBCQ010000190.1	687	1205	1	GB_GCA_903951595.1
Transglutaminase	CAJBCQ010000259.1_6	CAJBCQ010000259.1	4220	4834	-1	GB_GCA_903951595.1
Transglutaminase	CAJBCQ010000178.1_9	CAJBCQ010000178.1	8217	8858	1	GB_GCA_903951595.1
