gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaG	JAHEEQ010000024.1_3	JAHEEQ010000024.1	2361	2753	1	GB_GCA_024640585.1
FlgJ	JAHEEQ010000135.1_1	JAHEEQ010000135.1	2	307	1	GB_GCA_024640585.1
FlgL	JAHEEQ010000024.1_1	JAHEEQ010000024.1	1	714	1	GB_GCA_024640585.1
FliC	JAHEEQ010000024.1_4	JAHEEQ010000024.1	2880	4334	1	GB_GCA_024640585.1
FliC	JAHEEQ010000080.1_7	JAHEEQ010000080.1	7544	9013	-1	GB_GCA_024640585.1
FliC	JAHEEQ010000212.1_1	JAHEEQ010000212.1	141	1646	1	GB_GCA_024640585.1
FliC	JAHEEQ010000024.1_5	JAHEEQ010000024.1	4490	6010	1	GB_GCA_024640585.1
FliC	JAHEEQ010000212.1_2	JAHEEQ010000212.1	1817	2884	1	GB_GCA_024640585.1
FliD	JAHEEQ010000024.1_2	JAHEEQ010000024.1	723	2153	1	GB_GCA_024640585.1
FliS	JAHEEQ010000232.1_4	JAHEEQ010000232.1	1059	1559	-1	GB_GCA_024640585.1
