gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	JAKSTS010000016.1_12	JAKSTS010000016.1	13554	13784	1	GB_GCA_024402455.1
DUF327	JAKSTS010000002.1_24	JAKSTS010000002.1	25995	26510	1	GB_GCA_024402455.1
DUF327	JAKSTS010000096.1_4	JAKSTS010000096.1	2126	2641	1	GB_GCA_024402455.1
FlaG	JAKSTS010000016.1_18	JAKSTS010000016.1	18012	18377	-1	GB_GCA_024402455.1
FlcA	JAKSTS010000029.1_8	JAKSTS010000029.1	6075	9338	1	GB_GCA_024402455.1
FlcB	JAKSTS010000055.1_2	JAKSTS010000055.1	632	2650	1	GB_GCA_024402455.1
FlgJ	JAKSTS010000104.1_1	JAKSTS010000104.1	2	133	1	GB_GCA_024402455.1
FlgK	JAKSTS010000016.1_8	JAKSTS010000016.1	9664	11574	1	GB_GCA_024402455.1
FlgL	JAKSTS010000016.1_9	JAKSTS010000016.1	11709	12956	1	GB_GCA_024402455.1
FlgM	JAKSTS010000041.1_10	JAKSTS010000041.1	10375	10662	-1	GB_GCA_024402455.1
FlgN	JAKSTS010000016.1_7	JAKSTS010000016.1	9028	9519	1	GB_GCA_024402455.1
FlhG	JAKSTS010000057.1_6	JAKSTS010000057.1	6737	7873	1	GB_GCA_024402455.1
FlhG	JAKSTS010000019.1_7	JAKSTS010000019.1	6050	7039	-1	GB_GCA_024402455.1
FliC	JAKSTS010000016.1_20	JAKSTS010000016.1	19639	20499	-1	GB_GCA_024402455.1
FliC	JAKSTS010000010.1_15	JAKSTS010000010.1	18573	19433	-1	GB_GCA_024402455.1
FliC	JAKSTS010000016.1_19	JAKSTS010000016.1	18484	19341	-1	GB_GCA_024402455.1
FliD	JAKSTS010000016.1_17	JAKSTS010000016.1	15963	17987	-1	GB_GCA_024402455.1
FliG	JAKSTS010000012.1_4	JAKSTS010000012.1	3933	6587	1	GB_GCA_024402455.1
FliN	JAKSTS010000066.1_3	JAKSTS010000066.1	1269	2585	-1	GB_GCA_024402455.1
FliS	JAKSTS010000020.1_21	JAKSTS010000020.1	22149	22592	1	GB_GCA_024402455.1
FliW	JAKSTS010000016.1_10	JAKSTS010000016.1	13145	13402	1	GB_GCA_024402455.1
FliW	JAKSTS010000016.1_11	JAKSTS010000016.1	13390	13560	1	GB_GCA_024402455.1
PilZ	JAKSTS010000104.1_3	JAKSTS010000104.1	971	1990	1	GB_GCA_024402455.1
