gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgA	JACKNE010000011.1_44	JACKNE010000011.1	51571	52224	-1	GB_GCA_024235035.1
FlgB	JACKNE010000011.1_45	JACKNE010000011.1	52560	52949	1	GB_GCA_024235035.1
FlgC	JACKNE010000011.1_46	JACKNE010000011.1	52952	53359	1	GB_GCA_024235035.1
FlgD	JACKNE010000011.1_47	JACKNE010000011.1	53374	54033	1	GB_GCA_024235035.1
FlgE	JACKNE010000011.1_48	JACKNE010000011.1	54072	56237	1	GB_GCA_024235035.1
FlgE	JACKNE010000011.1_49	JACKNE010000011.1	56392	57153	1	GB_GCA_024235035.1
FlgF	JACKNE010000011.1_50	JACKNE010000011.1	57173	57919	1	GB_GCA_024235035.1
FlgG	JACKNE010000011.1_51	JACKNE010000011.1	57930	58715	1	GB_GCA_024235035.1
FlgH	JACKNE010000011.1_52	JACKNE010000011.1	58724	59416	1	GB_GCA_024235035.1
FlgI	JACKNE010000011.1_53	JACKNE010000011.1	59435	60538	1	GB_GCA_024235035.1
FlgJ	JACKNE010000011.1_55	JACKNE010000011.1	61381	62391	1	GB_GCA_024235035.1
FlgK	JACKNE010000011.1_56	JACKNE010000011.1	62423	64636	1	GB_GCA_024235035.1
FlgL	JACKNE010000011.1_57	JACKNE010000011.1	64639	65910	1	GB_GCA_024235035.1
FlgM	JACKNE010000011.1_43	JACKNE010000011.1	51181	51489	-1	GB_GCA_024235035.1
FlgN	JACKNE010000011.1_42	JACKNE010000011.1	50698	51168	-1	GB_GCA_024235035.1
FliC	JACKNE010000012.1_73	JACKNE010000012.1	88116	89759	1	GB_GCA_024235035.1
Transglycosylase	JACKNE010000016.1_50	JACKNE010000016.1	76713	77645	-1	GB_GCA_024235035.1
