gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaF	NZ_JADMNM010000001.1_525	NZ_JADMNM010000001.1	527392	527799	-1	RS_GCF_016461955.1
FlgC	NZ_JADMNM010000010.1_2	NZ_JADMNM010000010.1	300	707	1	RS_GCF_016461955.1
FlgI	NZ_JADMNM010000010.1_8	NZ_JADMNM010000010.1	3689	4813	1	RS_GCF_016461955.1
FlgJ	NZ_JADMNM010000010.1_9	NZ_JADMNM010000010.1	4810	5088	1	RS_GCF_016461955.1
FlgN	NZ_JADMNM010000010.1_10	NZ_JADMNM010000010.1	5085	5507	1	RS_GCF_016461955.1
FlhB	NZ_JADMNM010000010.1_6	NZ_JADMNM010000010.1	2085	3149	1	RS_GCF_016461955.1
FliE	NZ_JADMNM010000010.1_3	NZ_JADMNM010000010.1	734	1054	1	RS_GCF_016461955.1
FliJ	NZ_JADMNM010000010.1_56	NZ_JADMNM010000010.1	54753	55187	-1	RS_GCF_016461955.1
FliN	NZ_JADMNM010000010.1_1	NZ_JADMNM010000010.1	3	188	-1	RS_GCF_016461955.1
FliO	NZ_JADMNM010000001.1_531	NZ_JADMNM010000001.1	532649	533056	-1	RS_GCF_016461955.1
FliP	NZ_JADMNM010000001.1_530	NZ_JADMNM010000001.1	531906	532649	-1	RS_GCF_016461955.1
FliQ	NZ_JADMNM010000010.1_4	NZ_JADMNM010000010.1	1054	1320	1	RS_GCF_016461955.1
FliR	NZ_JADMNM010000010.1_5	NZ_JADMNM010000010.1	1340	2083	1	RS_GCF_016461955.1
FliT	NZ_JADMNM010000010.1_10	NZ_JADMNM010000010.1	5085	5507	1	RS_GCF_016461955.1
MotA	NZ_JADMNM010000001.1_526	NZ_JADMNM010000001.1	527981	528865	1	RS_GCF_016461955.1
