gene_name	gene_id	genome_id	start	stop	strand	assembly
FlgA	WGNT01000137.1_14	WGNT01000137.1	10931	11896	-1	GB_GCA_016124425.1
FlgF	WGNT01000137.1_16	WGNT01000137.1	12742	13530	-1	GB_GCA_016124425.1
FlgG	WGNT01000137.1_15	WGNT01000137.1	11903	12685	-1	GB_GCA_016124425.1
FlgH	WGNT01000137.1_13	WGNT01000137.1	10236	10877	-1	GB_GCA_016124425.1
FlgI	WGNT01000137.1_12	WGNT01000137.1	9055	10260	-1	GB_GCA_016124425.1
FlgJ	WGNT01000137.1_11	WGNT01000137.1	8655	9044	-1	GB_GCA_016124425.1
FlgK	WGNT01000137.1_9	WGNT01000137.1	6671	8095	-1	GB_GCA_016124425.1
FlgL	WGNT01000137.1_8	WGNT01000137.1	5714	6649	-1	GB_GCA_016124425.1
FlgN	WGNT01000137.1_10	WGNT01000137.1	8152	8658	-1	GB_GCA_016124425.1
FliC	WGNT01000102.1_2	WGNT01000102.1	1401	2285	1	GB_GCA_016124425.1
FliC	WGNT01000102.1_3	WGNT01000102.1	2783	3586	1	GB_GCA_016124425.1
FliC	WGNT01000012.1_30	WGNT01000012.1	35802	37478	1	GB_GCA_016124425.1
FliC	WGNT01000012.1_33	WGNT01000012.1	39641	41206	-1	GB_GCA_016124425.1
Transglycosylase	WGNT01000143.1_22	WGNT01000143.1	17075	17641	-1	GB_GCA_016124425.1
