gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaG	NZ_NGKU01000001.1_129	NZ_NGKU01000001.1	139901	140275	1	RS_GCF_002140915.1
FlaG	NZ_NGKU01000001.1_537	NZ_NGKU01000001.1	578760	579413	1	RS_GCF_002140915.1
FlgJ	NZ_NGKU01000001.1_1738	NZ_NGKU01000001.1	1863448	1864050	-1	RS_GCF_002140915.1
FlgK	NZ_NGKU01000001.1_126	NZ_NGKU01000001.1	136174	137694	1	RS_GCF_002140915.1
FlgL	NZ_NGKU01000001.1_127	NZ_NGKU01000001.1	137699	138619	1	RS_GCF_002140915.1
FlgM	NZ_NGKU01000001.1_124	NZ_NGKU01000001.1	135533	135805	1	RS_GCF_002140915.1
FlgN	NZ_NGKU01000001.1_125	NZ_NGKU01000001.1	135806	136162	1	RS_GCF_002140915.1
FliC	NZ_NGKU01000001.1_128	NZ_NGKU01000001.1	138758	139792	1	RS_GCF_002140915.1
FliD	NZ_NGKU01000001.1_130	NZ_NGKU01000001.1	140280	141704	1	RS_GCF_002140915.1
FliM	NZ_NGKU01000001.1_122	NZ_NGKU01000001.1	134019	134378	1	RS_GCF_002140915.1
FliN	NZ_NGKU01000001.1_123	NZ_NGKU01000001.1	134378	135436	1	RS_GCF_002140915.1
FliS	NZ_NGKU01000001.1_132	NZ_NGKU01000001.1	142084	142452	1	RS_GCF_002140915.1
FliT	NZ_NGKU01000001.1_131	NZ_NGKU01000001.1	141743	142069	1	RS_GCF_002140915.1
