gene_name	gene_id	genome_id	start	stop	strand	assembly
CsrA	NZ_MJUW02000117.1_37	NZ_MJUW02000117.1	58079	58390	-1	RS_GCF_001753675.2
FlgA	NZ_MJUW02000117.1_45	NZ_MJUW02000117.1	65156	66133	-1	RS_GCF_001753675.2
FlgD	NZ_MJUW02000117.1_49	NZ_MJUW02000117.1	69795	70196	-1	RS_GCF_001753675.2
FlgE	NZ_MJUW02000117.1_48	NZ_MJUW02000117.1	68137	69717	-1	RS_GCF_001753675.2
FlgF	NZ_MJUW02000117.1_47	NZ_MJUW02000117.1	67025	67756	-1	RS_GCF_001753675.2
FlgG	NZ_MJUW02000117.1_46	NZ_MJUW02000117.1	66233	67012	-1	RS_GCF_001753675.2
FlgH	NZ_MJUW02000117.1_44	NZ_MJUW02000117.1	64433	65020	-1	RS_GCF_001753675.2
FlgI	NZ_MJUW02000117.1_43	NZ_MJUW02000117.1	63186	64340	-1	RS_GCF_001753675.2
FlgI	NZ_MJUW02000117.1_44	NZ_MJUW02000117.1	64433	65020	-1	RS_GCF_001753675.2
FlgJ	NZ_MJUW02000117.1_42	NZ_MJUW02000117.1	62655	63113	-1	RS_GCF_001753675.2
FlgK	NZ_MJUW02000117.1_40	NZ_MJUW02000117.1	60185	62146	-1	RS_GCF_001753675.2
FlgL	NZ_MJUW02000117.1_39	NZ_MJUW02000117.1	59169	60080	-1	RS_GCF_001753675.2
FlgN	NZ_MJUW02000117.1_41	NZ_MJUW02000117.1	62158	62658	-1	RS_GCF_001753675.2
FliK	NZ_MJUW02000117.1_50	NZ_MJUW02000117.1	70208	71857	-1	RS_GCF_001753675.2
FliW	NZ_MJUW02000117.1_38	NZ_MJUW02000117.1	58421	58888	-1	RS_GCF_001753675.2
MotA	NZ_MJUW02000069.1_19	NZ_MJUW02000069.1	14799	15596	-1	RS_GCF_001753675.2
