gene_name	gene_id	genome_id	start	stop	strand	assembly
FlaG	DTSJ01000190.1_1	DTSJ01000190.1	70	432	1	GB_GCA_012965445.1
FlgM	DTSJ01000380.1_2	DTSJ01000380.1	837	1133	1	GB_GCA_012965445.1
FlgM	DTSJ01000383.1_3	DTSJ01000383.1	844	1152	-1	GB_GCA_012965445.1
FlhG	DTSJ01000363.1_1	DTSJ01000363.1	3	932	1	GB_GCA_012965445.1
FliC	DTSJ01000126.1_8	DTSJ01000126.1	6195	7001	1	GB_GCA_012965445.1
FliC	DTSJ01000320.1_6	DTSJ01000320.1	6939	7340	1	GB_GCA_012965445.1
FliC	DTSJ01000320.1_7	DTSJ01000320.1	7432	7776	1	GB_GCA_012965445.1
FliD	DTSJ01000014.1_4	DTSJ01000014.1	3593	4747	1	GB_GCA_012965445.1
FliO	DTSJ01000191.1_12	DTSJ01000191.1	11371	12141	-1	GB_GCA_012965445.1
FliP	DTSJ01000191.1_12	DTSJ01000191.1	11371	12141	-1	GB_GCA_012965445.1
FliP	DTSJ01000191.1_11	DTSJ01000191.1	11264	11386	-1	GB_GCA_012965445.1
FliW	DTSJ01000405.1_3	DTSJ01000405.1	919	1398	1	GB_GCA_012965445.1
PilZ	DTSJ01000359.1_4	DTSJ01000359.1	2335	2991	1	GB_GCA_012965445.1
